,id,date,average_mood,average_arousal,average_valence,average_activity,total_screen,total_sms,total_calls,total_built_in,total_communication,total_entertainment,total_finance,total_game,total_office,total_other,total_social,total_travel,total_unknown,total_utilities,total_weather
323,AS14.06,2014-04-01,7.75,0.0,0.75,0.22585362340247242,8370.869999647139,0.0,3.0,1351.4840000000002,4034.7209999999995,775.56,0.0,866.915,0.0,56.760999999999996,2224.1189999999997,0.0,0.0,0.0,0.0
324,AS14.06,2014-04-02,6.8,-0.6,0.4,0.1625525210084034,9183.50400090218,0.0,4.0,597.655,4435.702,1418.4969999999998,0.0,0.0,167.0,58.694,2845.707,22.122,0.0,0.0,0.0
325,AS14.06,2014-04-03,7.2,0.0,0.4,0.20957389809629753,7130.967000246046,0.0,2.0,509.23999999999995,3895.8750000000005,1316.649,0.0,9.028,0.0,54.772,1875.6380000000001,167.51500000000001,0.0,0.0,0.0
326,AS14.06,2014-04-04,7.0,-0.4,0.2,0.1495238095238096,9345.66300010681,0.0,0.0,859.8790000000001,3580.0789999999997,1366.65,0.0,1636.732,0.0,41.732,2963.0199999999995,549.962,0.0,0.0,0.0
327,AS14.06,2014-04-05,7.0,-0.4,0.8,0.2922739018087855,4097.588000059133,0.0,2.0,537.624,1395.3129999999999,559.4639999999999,0.0,0.0,0.0,81.583,2637.35,119.68,0.0,0.0,0.0
328,AS14.06,2014-04-06,7.0,-1.0,0.4,0.02042572463768114,5300.54499936104,0.0,1.0,760.537,886.779,533.16,0.0,0.0,0.0,76.721,3042.546,0.0,0.0,0.0,0.0
329,AS14.06,2014-04-07,6.2,-0.6,0.0,0.19494720965309195,6208.289999485021,0.0,3.0,402.88599999999997,3437.3749999999995,581.422,0.0,0.0,0.0,43.457,2274.866,37.449,0.0,0.0,0.0
330,AS14.06,2014-04-08,6.6,-0.2,0.0,0.1749485596707819,8079.531998872757,1.0,4.0,2506.4260000000004,3951.1539999999995,1588.404,0.0,636.958,172.81699999999998,61.25599999999999,1512.964,4.01,0.0,0.0,0.0
331,AS14.06,2014-04-09,7.4,0.4,0.8,0.10309597523219816,9689.76699995995,0.0,1.0,1589.932,4194.89,2658.299,0.0,0.0,473.817,60.772,3642.3250000000003,247.616,0.0,0.0,1.007
332,AS14.06,2014-04-10,7.6,-0.2,0.8,0.22428424516659812,7552.356999874117,4.0,1.0,776.309,3493.525,926.8639999999999,0.0,9.124,0.0,57.60600000000001,3132.322,890.794,0.0,0.0,26.138
333,AS14.06,2014-04-11,7.8,-0.2,1.0,0.20591670956453667,6816.561999559404,0.0,0.0,48.418000000000006,2938.318,6358.007,0.0,0.0,90.136,61.620999999999995,3226.069,100.72,0.0,0.0,0.0
334,AS14.06,2014-04-12,8.2,0.4,1.0,0.23391223155929042,4206.082000732421,0.0,0.0,257.65500000000003,682.347,1565.4920000000002,0.0,371.671,0.0,90.893,1145.4720000000002,70.887,0.0,0.0,16.081
335,AS14.06,2014-04-13,6.5,-1.5,0.25,0.34474153297682714,7659.935000181202,0.0,2.0,1229.583,4051.3829999999994,710.222,0.0,0.0,0.0,55.635,2150.362,404.989,0.0,0.0,0.0
336,AS14.06,2014-04-14,7.25,-0.25,0.75,0.1787429378531074,4463.4839992523175,0.0,2.0,1113.333,2002.9150000000002,571.1430000000001,0.0,0.0,29.434,38.558,701.4730000000001,0.0,0.0,0.0,0.0
337,AS14.06,2014-04-15,7.0,-0.4,0.6,0.20056360708534615,6740.1799998283395,1.0,5.0,1489.2960000000003,3870.2549999999997,1070.0729999999999,0.0,0.0,71.646,58.973,2801.255,18.202,0.0,0.0,12.056000000000001
338,AS14.06,2014-04-16,7.6,0.0,0.4,0.14506508485747238,15929.543998718265,0.0,1.0,1915.677,6571.259,2434.444,0.0,0.0,18.5,65.859,3611.6620000000003,80.631,0.0,0.0,0.0
339,AS14.06,2014-04-17,6.8,0.2,0.6,0.15167069243156203,12332.707000970844,0.0,1.0,621.9739999999999,4482.571000000001,3229.6189999999997,0.0,0.0,297.992,1444.059,2761.658,37.3,0.0,0.0,0.0
340,AS14.06,2014-04-18,6.25,-1.0,0.5,0.1462154754374868,7052.253001213076,0.0,3.0,714.672,3474.7570000000005,1980.9539999999997,0.0,76.947,10.072,57.885,913.463,331.92999999999995,0.0,0.0,0.0
341,AS14.06,2014-04-19,6.8,0.2,0.6,0.09826388888888893,5234.9790008068085,0.0,4.0,596.8720000000001,3080.5990000000006,1188.453,0.0,0.0,0.0,61.891,188.92000000000002,116.222,0.0,0.0,0.0
342,AS14.06,2014-04-20,8.2,0.6,0.8,0.029657567049808403,5498.4280004501325,0.0,0.0,105.115,1344.6159999999998,1232.2189999999998,0.0,0.0,0.0,52.714,2966.189,0.0,0.0,0.0,0.0
343,AS14.06,2014-04-21,7.0,0.2,0.6,0.07823937267214572,7144.265999794008,0.0,1.0,36.102,2974.157,2439.4519999999993,0.0,0.0,0.0,60.81099999999999,2282.25,143.069,0.0,0.0,0.0
344,AS14.06,2014-04-22,6.6,-0.4,0.6,0.14449779911964783,15079.281998634337,1.0,6.0,1639.879,7600.51,4082.612,0.0,0.0,43.966,72.462,1462.693,230.95000000000002,0.0,0.0,0.0
345,AS14.06,2014-04-23,7.0,0.0,0.8,0.13372735533587954,9755.811999559404,0.0,4.0,355.76699999999994,5508.011999999999,2288.483,0.0,0.0,102.875,138.344,2548.81,191.863,0.0,0.0,26.582
346,AS14.06,2014-04-24,7.75,-0.25,0.75,0.23571051267413404,7186.624999284746,3.0,5.0,1067.7869999999998,4002.342,1071.875,0.0,0.0,4.016,123.40899999999999,958.2839999999999,208.069,0.0,0.0,15.117
347,AS14.06,2014-04-25,6.4,-1.0,0.4,0.2649999999999999,8179.014999866491,0.0,3.0,808.6880000000001,3095.93,1781.6750000000002,0.0,0.0,59.679,48.459999999999994,3203.5419999999995,255.394,0.0,0.0,0.0
348,AS14.06,2014-04-26,7.5,0.0,1.0,0.20659722222222224,6388.543001174927,1.0,10.0,694.78,2761.1749999999993,1091.925,0.0,0.0,136.35399999999998,65.94800000000001,712.4290000000001,924.031,0.0,0.0,0.0
349,AS14.06,2014-04-27,7.2,-0.6,1.0,0.05971583946078428,1710.3350005149846,0.0,0.0,0.0,529.021,354.392,0.0,0.0,0.0,52.556,708.3480000000001,166.64,0.0,0.0,0.0
350,AS14.06,2014-04-28,6.75,-0.25,0.5,0.1723244348244349,6545.04800081253,0.0,0.0,50.263,4157.267,1114.321,0.0,0.0,31.483000000000004,29.229000000000003,1573.857,0.0,0.0,0.0,0.0
351,AS14.06,2014-04-29,7.25,0.0,1.0,0.17519711588339046,8530.252000808712,0.0,2.0,1423.8790000000001,4224.185999999999,2081.5639999999994,0.0,0.0,0.044,40.293,4444.076,0.0,0.0,0.0,0.0
352,AS14.06,2014-04-30,6.8,-0.6,0.6,0.10888427751577055,8637.355999231337,0.0,1.0,788.8109999999999,3771.9199999999996,2404.0750000000003,0.0,0.0,92.167,42.517,1605.029,63.787,0.0,0.0,0.0
353,AS14.06,2014-05-01,8.0,0.0,1.0,0.3267268445839875,3277.344000101089,0.0,2.0,290.615,1144.89,1676.5109999999997,0.0,0.0,11.035,43.190999999999995,1206.588,276.651,0.0,0.0,0.0
354,AS14.06,2014-05-02,7.2,-0.75,1.0,0.1852636534839924,6839.912998199465,0.0,4.0,915.9829999999998,2552.2369999999996,387.63800000000003,0.0,0.0,0.0,37.36,2691.042,263.373,0.0,0.0,7.101
355,AS14.06,2014-05-03,6.25,-0.75,0.0,0.22025871459694987,1446.6239998340611,0.0,0.0,4.009,995.1070000000002,234.76900000000003,0.0,0.0,123.711,75.887,494.587,0.0,0.0,0.0,0.0
356,AS14.06,2014-05-04,7.6,-0.8,0.75,0.16709055715309384,3883.2509994506845,0.0,0.0,366.025,1572.9769999999999,272.503,0.0,0.0,0.0,135.427,1430.776,4.015,93.99700000000001,0.0,0.0
357,AS14.06,2014-05-05,7.0,-0.6666666666666666,0.6666666666666666,0.082037037037037,5316.62299990654,0.0,0.0,24.224,2457.729,742.9340000000001,0.0,0.0,0.0,31.449,2002.652,56.464,0.0,0.0,0.0
358,AS14.06,2014-05-06,,,,0.12715530656707127,8128.757998943329,0.0,1.0,250.91200000000003,4816.999,1168.5059999999999,0.0,0.0,108.78299999999999,0.0,3125.973,40.743,0.0,0.0,0.0
359,AS14.06,2014-05-07,6.75,-0.5,0.25,0.11738523290247421,9289.809000968933,3.0,2.0,1376.3550000000002,4161.498999999999,2098.901,0.0,0.0,187.29399999999998,624.226,2161.7160000000003,24.233,0.0,0.0,8.026
360,AS14.06,2014-05-08,7.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,303.46299999999997,14.932,0.0,0.0,0.0,0.0,63.596,0.0,0.0,0.0,0.0
361,AS14.07,2014-03-17,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,AS14.07,2014-03-18,,,,,1183.394000053406,0.0,3.0,443.70799999999997,1270.5749999999998,1492.7169999999999,0.0,0.0,0.0,172.09900000000002,220.986,0.0,59.391,0.0,0.0
363,AS14.07,2014-03-19,6.8,-1.0,1.4,,11526.837001323693,2.0,0.0,1804.6399999999999,6479.004999999999,1763.2230000000002,0.0,0.0,0.0,90.872,941.6600000000001,145.957,255.16,0.0,0.0
364,AS14.07,2014-03-20,5.25,-0.75,-0.25,,10738.88800024986,1.0,0.0,1493.6190000000004,6893.656,1129.463,0.0,0.0,0.0,87.433,1085.914,0.0,0.0,0.0,0.0
365,AS14.07,2014-03-21,7.0,0.3333333333333333,1.0,,17950.13300013542,0.0,0.0,897.921,3941.1759999999995,783.125,0.0,0.0,0.0,90.27600000000001,1859.5959999999998,164.604,0.0,31.218,0.0
366,AS14.07,2014-03-22,6.0,-0.4,0.0,,11019.821000576023,0.0,0.0,525.192,6418.445999999999,1858.3960000000002,0.0,0.0,0.0,357.71999999999997,1285.5829999999999,614.246,114.432,0.0,0.0
367,AS14.07,2014-03-23,7.75,0.0,1.5,,10202.637996912003,0.0,0.0,681.146,7697.4310000000005,632.796,0.0,0.0,0.0,113.33500000000001,766.535,0.0,0.0,0.0,0.0
368,AS14.07,2014-03-24,8.0,0.5,1.0,,5517.1549985408765,9.0,4.0,1452.4489999999998,3062.209,513.355,0.0,0.0,0.0,188.64499999999998,533.7950000000001,58.215,0.0,0.0,0.0
369,AS14.07,2014-03-25,7.666666666666667,-0.5,1.3333333333333333,0.13434490180252895,12516.447998046866,0.0,4.0,1127.023,7485.306,1492.521,0.0,0.0,0.0,643.485,1495.451,130.934,0.0,0.0,0.0
370,AS14.07,2014-03-26,6.6,0.2,0.6,0.10329373128561765,9189.55200004578,4.0,8.0,2381.75,4506.427,1274.317,0.0,0.0,0.0,103.919,670.895,203.741,0.0,0.0,0.0
371,AS14.07,2014-03-27,6.8,0.2,0.4,0.08970024791525803,9708.778999090195,8.0,2.0,1945.115,4822.2970000000005,261.867,0.0,0.0,0.0,60.27799999999999,2251.693,51.768,0.0,0.0,0.0
372,AS14.07,2014-03-28,8.25,0.25,1.5,0.09809984248895876,12984.041001558304,0.0,1.0,2655.327,4794.411,2162.614,0.0,0.0,0.0,231.768,1918.2250000000001,647.093,305.073,14.226,0.0
373,AS14.07,2014-03-29,7.0,0.2,1.0,0.041875853551842625,10574.725999832155,5.0,0.0,1742.942,1932.913,5360.103,0.0,0.0,0.0,378.55000000000007,1480.095,307.75199999999995,0.0,0.0,0.0
374,AS14.07,2014-03-30,6.2,0.2,0.0,0.0625734602553756,8739.792000055313,1.0,2.0,1742.2019999999993,4133.7029999999995,607.082,0.0,0.0,0.0,71.024,1260.8799999999999,266.05,0.0,0.0,0.0
375,AS14.07,2014-03-31,4.333333333333333,-1.0,0.0,0.05136607673372381,13187.446000099182,1.0,5.0,1666.6499999999999,4982.9259999999995,3794.4109999999996,0.0,0.0,0.0,48.167,2314.643,207.856,0.0,0.0,0.0
376,AS14.07,2014-04-01,6.6,-1.0,0.8,0.08076225802411184,14699.699999332432,8.0,3.0,1262.832,7405.548999999999,4756.246,0.0,0.0,0.0,55.382,1063.9950000000001,0.0,0.0,0.0,0.0
377,AS14.07,2014-04-02,5.5,-1.25,0.25,0.15618745321820188,13329.964998483656,4.0,13.0,3917.3049999999994,4219.393999999999,1723.7600000000002,0.0,0.0,0.0,105.00299999999999,946.703,711.4649999999999,0.0,0.0,0.0
378,AS14.07,2014-04-03,6.2,-0.4,0.2,0.09026347679477341,8073.050000190733,0.0,5.0,1054.5420000000001,4238.5650000000005,3877.882,0.0,0.0,0.0,45.366,707.6089999999999,265.369,0.0,0.0,0.0
379,AS14.07,2014-04-04,6.5,-0.75,0.0,0.04963037634408606,10023.579001665106,2.0,7.0,847.6570000000002,4951.592,1674.868,0.0,0.0,0.0,231.544,1312.6460000000002,51.17,150.612,363.429,0.0
380,AS14.07,2014-04-05,6.0,0.0,0.6666666666666666,0.2313065813088305,5377.287999629977,5.0,9.0,1983.907,1377.754,368.645,0.0,0.0,0.0,119.30000000000001,1239.181,149.298,0.0,0.0,0.0
381,AS14.07,2014-04-06,6.75,-0.75,1.0,0.05631576348488113,7656.6060009002695,3.0,2.0,882.906,2782.046,2405.196,0.0,0.0,0.0,110.165,1596.296,0.0,0.0,1.002,0.0
382,AS14.07,2014-04-07,5.4,-0.6,0.2,0.0805241620390383,16856.01399946213,1.0,0.0,1957.1019999999999,5549.669,5686.06,0.0,0.0,0.0,233.405,4001.6409999999996,0.0,0.0,0.0,0.0
383,AS14.07,2014-04-08,6.8,-0.4,0.6,0.07680102095483,9726.615999460217,0.0,1.0,863.043,7209.865,800.643,0.0,0.0,0.0,178.111,533.8249999999999,0.0,414.965,0.0,0.0
384,AS14.07,2014-04-09,6.4,-1.0,0.6,0.0707902001380262,13731.390999317171,2.0,2.0,828.236,2320.953,1187.693,0.0,0.0,0.0,115.867,638.086,0.0,0.0,6.038,0.0
385,AS14.07,2014-04-10,6.2,0.4,0.0,0.0989583333333333,5612.3310008049075,4.0,6.0,790.477,1210.962,1866.807,0.0,0.0,0.0,41.148999999999994,1690.0669999999996,22.179,0.0,0.0,0.0
386,AS14.07,2014-04-11,3.5,0.5,-1.0,0.0686828898225957,2235.206001043319,1.0,0.0,409.21399999999994,1436.8899999999999,0.0,0.0,0.0,0.0,40.111000000000004,90.485,255.40099999999998,0.0,0.0,0.0
387,AS14.07,2014-04-12,6.4,0.0,0.75,0.15313380173005842,14799.42600035668,10.0,2.0,1581.2989999999995,5361.8099999999995,5463.314,0.0,0.0,0.0,177.143,1575.1460000000002,478.41600000000005,72.282,0.0,0.0
388,AS14.07,2014-04-13,6.5,-0.25,1.0,0.01631944444444443,8132.0510020256115,0.0,5.0,728.6560000000001,2883.7540000000004,1554.344,0.0,0.0,0.0,42.219,1395.631,0.0,0.0,0.0,0.0
389,AS14.07,2014-04-14,6.2,-0.2,0.4,0.03335375816993464,4822.974000215534,1.0,2.0,862.117,2134.432,2948.9429999999998,0.0,0.0,0.0,91.55600000000001,315.37699999999995,0.0,0.0,0.0,0.0
390,AS14.07,2014-04-15,6.0,-0.75,0.5,0.019623337804315216,8726.610999822618,0.0,0.0,459.62800000000004,5490.562,1236.7050000000002,0.0,0.0,0.0,72.477,1464.6109999999999,0.0,0.0,0.0,0.0
391,AS14.07,2014-04-16,4.75,-1.25,0.0,0.10595602036110059,9003.359000205992,8.0,2.0,1951.9279999999999,5813.764,0.0,0.0,0.0,0.0,404.78200000000004,1015.531,33.254,22.088,0.0,0.0
392,AS14.07,2014-04-17,3.8,-1.2,-0.4,0.11809086629001886,7809.418999671931,0.0,1.0,1242.158,3915.546,1645.609,0.0,0.0,0.0,75.227,963.1899999999999,0.0,0.0,0.0,0.0
393,AS14.07,2014-04-18,5.2,-1.0,-0.4,0.047270114942528745,6566.541000366214,2.0,1.0,906.605,3556.0199999999995,1009.281,0.0,0.0,0.0,142.871,644.361,0.0,0.0,0.0,0.0
394,AS14.07,2014-04-19,7.0,0.25,0.75,0.003125470618354867,2050.995000600815,0.0,0.0,219.009,1084.3210000000001,138.522,0.0,0.0,0.0,94.744,384.74399999999997,0.0,0.0,0.0,0.0
395,AS14.07,2014-04-20,3.0,-2.0,-1.0,0.08680555555555557,6713.023000955578,0.0,0.0,99.644,2081.821,14.091,0.0,0.0,0.0,10.042,850.153,0.0,84.34700000000001,0.0,0.0
396,AS14.07,2014-04-21,6.6,-0.4,0.8,0.0617854683195592,9218.660998582844,0.0,0.0,1062.679,5514.1990000000005,2479.237,0.0,0.0,0.0,97.31,2631.583,734.992,77.473,0.0,0.0
397,AS14.07,2014-04-22,6.0,-0.2,0.4,0.09099018199233717,5708.751999616626,2.0,0.0,1053.4660000000001,2729.9940000000006,1650.744,0.0,0.0,0.0,120.34100000000001,118.47,0.0,0.0,0.0,0.0
398,AS14.07,2014-04-23,6.0,-0.6666666666666666,0.0,0.07537353651992686,11782.639000177383,0.0,5.0,1455.674,7785.343000000001,493.78,0.0,0.0,0.0,151.66899999999998,1399.2640000000001,81.312,412.628,0.0,0.0
399,AS14.07,2014-04-24,5.6,-0.6,0.4,0.15798611111111105,3173.6349997520447,1.0,3.0,446.687,3558.8120000000004,0.0,0.0,0.0,0.0,166.793,214.721,0.0,0.0,1.003,0.0
400,AS14.07,2014-04-25,3.3333333333333335,0.3333333333333333,-0.6666666666666666,0.07604166666666666,5443.733000278473,0.0,6.0,830.739,2063.5980000000004,1384.4,0.0,0.0,0.0,26.148000000000003,867.703,0.0,0.0,0.0,0.0
401,AS14.07,2014-04-26,5.4,-0.4,-0.2,0.018915739069801877,7633.689001798637,0.0,0.0,879.059,4805.511,326.21999999999997,0.0,0.0,0.0,220.19600000000003,939.1880000000001,0.0,409.774,0.0,0.0
402,AS14.07,2014-04-27,6.0,-0.6,0.4,0.013407752824023426,9327.362001657482,1.0,1.0,591.766,4909.536,441.7660000000001,0.0,0.0,0.0,179.70299999999997,1833.2499999999995,0.0,53.51,0.0,0.0
403,AS14.07,2014-04-28,6.75,0.25,0.75,0.09448967086834738,14356.782003402706,3.0,9.0,3413.0829999999996,7304.384999999999,1194.625,0.0,0.0,0.0,333.17299999999994,1640.126,1.004,286.976,7.209999999999999,0.0
404,AS14.07,2014-04-29,5.0,-2.0,0.0,0.13463824767244983,6649.512000322342,9.0,1.0,2796.3909999999996,6168.858,931.825,0.0,14.065,0.0,42.602,872.169,0.0,184.86200000000002,0.0,0.0
405,AS14.07,2014-04-30,5.0,-2.0,0.5,0.024147918816122663,7197.648000955588,0.0,0.0,2430.941,10321.694,1436.897,0.0,0.0,0.0,830.9350000000001,418.836,0.0,206.91199999999998,0.0,0.0
406,AS14.07,2014-05-01,5.0,-1.6666666666666667,-0.3333333333333333,0.10358452683650245,5441.058000802992,0.0,0.0,474.87899999999996,4111.216999999999,432.47399999999993,0.0,0.0,0.0,32.19,817.0210000000001,0.0,98.515,0.0,0.0
407,AS14.07,2014-05-02,6.2,-0.6,0.6,0.05910464220123315,5961.156999111181,0.0,0.0,1964.0900000000001,6094.439000000001,166.687,0.0,0.0,0.0,427.039,828.253,0.0,112.095,0.0,0.0
408,AS14.07,2014-05-03,5.666666666666667,-0.6666666666666666,0.0,0.07569444444444444,1797.8099997043612,0.0,1.0,290.056,294.107,303.578,0.0,0.0,0.0,37.375,872.0,0.0,0.0,0.0,0.0
409,AS14.07,2014-05-04,8.0,-1.0,1.0,0.08229166666666672,2201.717000484466,0.0,0.0,529.4329999999999,2160.107,153.388,0.0,0.0,0.0,9.085,251.575,0.0,0.0,0.0,0.0
410,AS14.07,2014-05-05,5.5,-1.5,0.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,AS14.08,2014-02-17,,,,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,AS14.08,2014-02-18,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,AS14.08,2014-02-25,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,AS14.08,2014-02-28,,,,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,AS14.08,2014-03-03,,,,,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,AS14.08,2014-03-05,6.333333333333333,0.0,0.3333333333333333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,AS14.08,2014-03-06,7.2,-0.6,0.6,,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,AS14.08,2014-03-07,7.4,0.6,1.2,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,AS14.08,2014-03-08,7.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,AS14.08,2014-03-09,7.2,-1.0,1.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,AS14.08,2014-03-10,6.8,-1.0,0.6,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,AS14.08,2014-03-11,6.6,0.4,0.4,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,AS14.08,2014-03-12,7.0,0.6,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,AS14.08,2014-03-13,6.6,0.0,0.6,,825.9980003833765,11.0,0.0,169.21199999999996,287.188,0.0,0.0,0.0,0.0,208.85500000000002,200.95100000000002,0.0,0.0,13.062,0.0
425,AS14.08,2014-03-14,7.4,-0.2,1.2,,3377.382000684738,11.0,0.0,592.733,382.769,0.0,0.0,0.0,0.0,42.257999999999996,861.507,1277.345,180.24699999999999,20.109,0.0
426,AS14.08,2014-03-15,6.4,-0.6,0.6,,1200.8120002746596,3.0,0.0,68.456,382.20399999999995,77.59,0.0,0.0,17.086,71.725,581.6880000000001,0.0,0.0,0.0,0.0
427,AS14.08,2014-03-16,7.0,-1.25,1.25,,2440.102999925614,0.0,0.0,149.23,1753.462,0.0,0.0,0.0,0.0,56.275,469.40500000000003,0.0,0.0,11.119,0.0
428,AS14.08,2014-03-17,5.4,0.0,0.2,0.00555555555555555,1418.689000129699,0.0,0.0,56.584,5763.016,0.0,0.0,0.0,0.0,68.395,6973.934,0.0,0.0,0.0,0.0
429,AS14.08,2014-03-18,6.4,-0.2,0.6,0.02849136178193787,1318.1699995994568,0.0,0.0,5.92,716.896,142.79000000000002,0.0,0.0,0.0,47.137,403.437,0.0,0.0,0.0,0.0
430,AS14.08,2014-03-19,7.0,-0.2,1.0,0.0630171632209882,1827.4599990844717,0.0,1.0,49.836999999999996,1011.71,26.471,0.0,0.0,0.0,64.362,655.237,0.0,0.0,18.195999999999998,0.0
431,AS14.08,2014-03-20,6.4,-0.2,0.8,0.05752387767589225,1096.5499994754791,1.0,0.0,4862.881,279.44,0.0,0.0,0.0,0.0,48.01,669.326,0.0,0.0,0.0,0.0
432,AS14.08,2014-03-21,6.6,-0.4,0.6,0.00894230236465267,2857.9249997138977,4.0,0.0,215.864,2477.42,0.0,0.0,0.0,0.0,52.181,1085.183,0.0,0.0,48.316,0.0
433,AS14.08,2014-03-22,6.4,-0.4,0.8,0.022231454452349513,866.5940003395077,0.0,0.0,10.556999999999999,4329.022,0.0,0.0,0.0,0.0,43.157000000000004,452.75699999999995,89.938,0.0,16.075,0.0
434,AS14.08,2014-03-23,7.2,-0.2,0.8,0.04218482538831055,1374.581000328064,0.0,2.0,86.199,372.317,0.0,0.0,0.0,0.0,4065.138,1612.9349999999997,323.241,0.0,82.451,0.0
435,AS14.08,2014-03-24,6.8,-0.8,1.0,0.04630791276266164,1967.9929997920995,0.0,0.0,14.427,194.055,0.0,0.0,0.0,0.0,52.022999999999996,1700.2120000000002,0.0,0.0,11.062999999999999,0.0
436,AS14.08,2014-03-25,7.2,-0.6,1.0,0.016897661842514778,726.2829999923707,1.0,0.0,73.604,1469.956,89.12,0.0,0.0,0.0,46.93600000000001,441.33099999999996,0.0,0.0,0.0,0.0
437,AS14.08,2014-03-26,6.5,-0.25,0.5,0.08950139311864186,1818.4510009288792,5.0,0.0,330.846,895.0110000000001,112.399,0.0,0.0,161.499,45.978,413.674,0.0,0.0,11.029,0.0
438,AS14.08,2014-03-27,6.333333333333333,0.0,0.5,0.08701150136063528,2483.2820003032693,6.0,0.0,128.185,1976.7879999999998,0.0,0.0,0.0,0.0,56.987,2145.012,0.0,358.674,24.05,0.0
439,AS14.08,2014-03-28,6.25,-0.25,0.5,0.016559762046113646,1936.6580002307896,12.0,1.0,834.408,959.2560000000003,0.0,0.0,0.0,0.0,52.028,706.4010000000002,0.0,167.53400000000002,0.0,0.0
440,AS14.08,2014-03-29,7.166666666666667,-0.16666666666666666,1.0,0.024944120627437023,1191.82900071144,2.0,0.0,46.795,536.168,64.889,0.0,0.0,0.0,61.195,445.50100000000003,0.0,0.0,0.0,0.0
441,AS14.08,2014-03-30,6.8,0.0,0.6,0.0784470781932718,779.892998933792,0.0,0.0,9.926,218.915,0.0,0.0,0.0,0.0,43.081999999999994,506.55500000000006,0.0,0.0,0.0,0.0
442,AS14.08,2014-03-31,7.6,0.0,1.2,0.07893465181771635,1670.5409996509547,0.0,0.0,3.048,1230.323,20.184,0.0,0.0,0.0,50.666,457.4219999999999,0.0,0.0,14.035,0.0
443,AS14.08,2014-04-01,7.2,-1.0,1.0,0.06235385458531235,2074.4190006256113,0.0,0.0,28.205,1623.5900000000001,92.10499999999999,0.0,0.0,0.0,59.789,974.317,0.0,0.0,3.005,0.0
444,AS14.08,2014-04-02,6.6,-0.4,0.8,0.00828954735938542,696.810000658035,0.0,0.0,33.864,1809.842,19.154,0.0,0.0,0.0,51.73400000000001,208.186,0.0,0.0,20.146,0.0
445,AS14.08,2014-04-03,7.0,0.0,1.3333333333333333,0.07876788563729693,2837.617998838425,0.0,0.0,36.467,2364.9109999999996,0.0,0.0,0.0,0.0,107.15800000000002,758.856,0.0,0.0,50.577,0.0
446,AS14.08,2014-04-04,7.5,0.25,1.25,0.031123972587273636,1265.508000850678,0.0,2.0,168.29700000000003,863.472,0.0,0.0,0.0,0.0,34.475,1643.455,0.0,0.0,9.065,0.0
447,AS14.08,2014-04-05,7.4,0.2,1.2,0.12841414141414143,1735.447999954224,0.0,0.0,8.64,951.8109999999999,76.908,0.0,0.0,0.0,46.662,633.5210000000001,0.0,0.0,17.057,0.0
448,AS14.08,2014-04-06,7.6,0.0,1.25,0.007280235288804588,1296.008000373841,0.0,0.0,69.105,331.962,11.032,0.0,0.0,0.0,34.396,532.817,0.0,0.0,11.055,0.0
449,AS14.08,2014-04-07,7.0,0.0,1.0,0.10247313379515043,4442.053998470306,6.0,1.0,365.50199999999995,2379.268,368.396,0.0,0.0,0.0,69.48,1248.4860000000003,0.0,7.028,0.0,0.0
450,AS14.08,2014-04-08,6.5,-0.25,0.5,0.05814829222796919,2564.4870009422293,0.0,0.0,67.864,1572.274,93.167,0.0,0.0,0.0,56.654,1078.93,0.0,0.0,31.197000000000003,0.0
