,id,date,mood_class,average_mood,last_5day_average_mood,last_5day_average_arousal,last_5day_average_valence,last_5day_average_activity,last_5day_total_screen,last_5day_total_sms,last_5day_total_calls,last_5day_total_built_in,last_5day_total_communication,last_5day_total_entertainment,last_5day_total_finance,last_5day_total_game,last_5day_total_office,last_5day_total_other,last_5day_total_social,last_5day_total_travel,last_5day_total_unknown,last_5day_total_utilities,last_5day_total_weather
0,AS14.01,2014-03-26,6,0.5684210526315789,0.5071813285457805,0.725130890052356,0.4499151103565366,0.2992321369381591,0.7561116107720888,0.06896551724137932,0.2923076923076923,0.1970277874516279,0.7109767038227741,0.0925798408627274,0.10388827756721142,0.0,0.017729433281644075,0.1018794848307498,0.3286735455253999,0.3048962261468526,0.09324422087047177,0.31733088332440557,0.06321106203987042
1,AS14.01,2014-03-27,6,0.631578947368421,0.5287253141831234,0.693717277486911,0.49066213921901536,0.284762336552598,0.7386705627712276,0.06896551724137932,0.2,0.1419753698268778,0.7644129317004281,0.08857229579969589,0.10540272513618891,0.0,0.0003045703256423424,0.07979017696384558,0.33117204105786535,0.10154136915022549,0.09324422087047177,0.1610574066058476,0.06321106203987042
2,AS14.01,2014-03-28,6,0.536842105263158,0.5610412926391379,0.662303664921466,0.5212224108658745,0.25056986826921906,0.8654038212066392,0.06896551724137932,0.18461538461538463,0.1558771787696886,0.8033592959448416,0.11113619979333518,0.11689176889323606,0.0,0.01876608543652972,0.07363930792125285,0.34599541929030275,0.10376474550126705,0.09324422087047177,0.1780305731484107,0.06321106203987042
3,AS14.01,2014-03-29,8,0.7894736842105263,0.539497307001795,0.599476439790576,0.500848896434635,0.22977979106783888,0.8446515888062444,0.06896551724137932,0.26153846153846155,0.40092159954147016,0.7171133204903611,0.14878535353587527,0.1417592479384875,0.021510761888559892,0.01876608543652972,0.0974173058196684,0.3343909108692016,0.355448771489602,0.09324422087047177,0.2531093609467913,0.0
4,AS14.01,2014-03-30,8,0.7105263157894737,0.6472172351885095,0.5523560209424084,0.6027164685908319,0.2250253256328407,0.7692314429654695,0.10344827586206896,0.16923076923076924,0.43123470086378346,0.5878586550526056,0.17566533277434793,0.1232261482658842,0.021510761888559892,0.01846151511088738,0.11341692568971924,0.25214116393609975,0.2738420405392436,0.09324422087047177,0.3697238709477698,0.0
5,AS14.01,2014-03-31,8,0.6947368421052633,0.6876122082585274,0.47382198952879584,0.6281833616298813,0.20324617266364445,0.579107358227099,0.06896551724137932,0.16923076923076924,0.41396827208587916,0.41068440391891287,0.23630812602627294,0.09983073181997257,0.021510761888559892,0.01846151511088738,0.09714090414094748,0.199761055332172,0.2738420405392436,0.02635199819238064,0.3187012741483703,0.0
6,AS14.01,2014-04-01,6,0.47368421052631576,0.7307001795332131,0.48952879581151837,0.6281833616298813,0.1896332620057946,0.5276629475949544,0.06896551724137932,0.26153846153846155,0.4640559733358939,0.33853561067378324,0.2713696925917837,0.0938120661314206,0.026234644680956522,0.01846151511088738,0.12370279490234556,0.10283991682027295,0.31457787615022903,0.037962781276076184,0.36760747672850835,0.0
7,AS14.01,2014-04-02,6,0.5526315789473684,0.6768402154398558,0.48952879581151837,0.5466893039049237,0.1714840650766654,0.5246544990169486,0.03448275862068966,0.24615384615384617,0.4684169539760603,0.3219398229482164,0.2875399635640154,0.3425689095379767,0.047902789330205725,0.009348386460280642,0.1334324445570065,0.22557402844407948,0.662735865821714,0.037962781276076184,0.46119842584715187,0.0
8,AS14.01,2014-04-03,6,0.536842105263158,0.682226211849192,0.5628272251308901,0.5534804753820035,0.174232288757596,0.7089789165527663,0.03448275862068966,0.23076923076923078,0.28837549185280636,0.44139444352726476,0.3015065951115777,0.42875765850212605,0.026392027441645836,0.01850381092355133,0.18243784106686078,0.3127667951830487,0.41105183983337895,0.037962781276076184,0.4721587884396284,0.0
9,AS14.01,2014-04-04,6,0.5052631578947369,0.5960502692998202,0.45287958115183247,0.4516129032258065,0.16585124908629253,0.8556667833650342,0.0,0.23076923076923078,0.29867370514069397,0.6442434963458862,0.28771249417063505,0.4701829889554551,0.026392027441645836,0.01850381092355133,0.18931806892122444,0.3929418629969639,0.40364288075292243,0.037962781276076184,0.35666093413223965,0.0
