,id,date,group,mood_class,average_mood,average_arousal,average_valence,average_activity,total_screen,total_sms,total_calls,total_built_in,total_communication,total_entertainment,total_finance,total_game,total_office,total_other,total_social,total_travel,total_unknown,total_utilities,total_weather
1119,AS14.30,2014-04-28,41.0,8,0.7894736842105263,0.25,0.6923076923076923,0.3707042743391805,0.5702768695147143,0.13333333333333333,0.06451612903225806,0.24965986666666667,0.21685992307692312,0.6190085714285716,0.414022,0.3054831428571429,0.000864,0.117605,0.27985175000000007,0.038698,0.007083000000000001,0.03235357142857143,0.0
1120,AS14.30,2014-04-29,41.0,8,0.7894736842105263,0.25,0.6923076923076923,0.3112254662908047,0.6390725216969205,0.06666666666666667,0.0,0.1428428,0.5316112307692308,0.36073171428571427,0.08449200000000001,0.1840314285714286,0.0,0.2133611111111111,0.153377875,0.06483950000000001,0.364883,0.063205,0.0
1121,AS14.30,2014-04-30,41.0,8,0.7578947368421052,0.2,0.6923076923076923,0.29318308678560745,0.5700203478647313,0.0,0.1935483870967742,0.3300754666666667,0.3896734615384615,0.39346600000000004,0.0,0.0,0.0008368333333333333,0.14162611111111112,0.22773325,0.071328,0.251987,0.07329571428571428,0.0
1122,AS14.30,2014-05-01,41.0,10,0.8210526315789473,0.25,0.6923076923076923,0.29685301957029253,0.7196527391723961,0.0,0.0967741935483871,0.1607032,0.47186146153846154,0.4314480000000001,0.0,0.17069628571428572,0.0,0.6116011111111113,0.195939625,0.1198275,0.1095,0.033992857142857144,0.0
1123,AS14.30,2014-05-02,41.0,8,0.7894736842105263,0.25,0.6923076923076923,0.2473049554097832,0.7512003043112543,0.0,0.06451612903225806,0.08699946666666668,0.5066169230769231,1.0,0.264002,0.05089085714285715,0.0,0.039045,0.21724550000000004,0.08593650000000001,0.011042,0.08857000000000001,0.0
1124,AS14.30,2014-05-03,41.0,8,0.7578947368421052,0.2,0.6923076923076923,0.33120397828146103,0.23878339129945508,0.0,0.0967741935483871,0.02692606666666667,0.08117261538461538,0.3951737142857143,0.0,0.00748257142857143,0.0,0.04764555555555556,0.14323675,0.0,0.0,0.006452142857142857,0.0
1125,AS14.30,2014-05-04,41.0,8,0.7578947368421052,0.15000000000000002,0.6923076923076923,0.3817088698754374,0.20412730436739723,0.0,0.0,0.04520773333333334,0.047796,0.2940784285714286,0.0,0.0,0.0,0.1840977777777778,0.125656375,0.0,0.0,0.0,0.0
1126,AS14.30,2014-05-05,41.0,8,0.7894736842105263,0.25,0.6923076923076923,0.07050495113714199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1127,AS14.31,2014-04-02,42.0,6,0.5789473684210527,0.5,0.5897435897435898,0.4273831233980751,0.5792185217090274,0.0,0.03225806451612903,0.09888560000000002,0.08341353846153847,0.023745714285714287,0.116338,0.0,0.0,0.04861000000000001,0.03612537500000001,0.0,0.0,0.10145499999999999,0.0
1128,AS14.31,2014-04-03,42.0,6,0.5684210526315789,0.65,0.6923076923076923,0.363106737461089,0.5814692608584529,0.0,0.0967741935483871,0.03364866666666667,0.06817692307692308,0.01807814285714286,0.038148,0.0,0.0,0.0898888888888889,0.009534125,0.0,0.0,0.04302142857142857,0.0
